datetime,sensor_id,power_avg_kw,meter_name
2026-07-31 15:15:00,12,63.271084444,parking_phase1_pv
2026-07-31 15:00:00,12,106.837484444,parking_phase1_pv
2026-07-31 14:45:00,12,162.426951111,parking_phase1_pv
2026-07-31 14:30:00,12,364.915342222,parking_phase1_pv
2026-07-31 14:15:00,12,393.224746667,parking_phase1_pv
2026-07-31 14:00:00,12,304.012622222,parking_phase1_pv
2026-07-31 13:45:00,12,379.782684444,parking_phase1_pv
2026-07-31 13:30:00,12,347.198293333,parking_phase1_pv
2026-07-31 13:15:00,12,449.733013333,parking_phase1_pv
2026-07-31 13:00:00,12,599.066097778,parking_phase1_pv
2026-07-31 12:45:00,12,665.429333333,parking_phase1_pv
2026-07-31 12:30:00,12,528.836764444,parking_phase1_pv
2026-07-31 12:15:00,12,940.73664,parking_phase1_pv
2026-07-31 12:00:00,12,549.949013333,parking_phase1_pv
2026-07-31 11:45:00,12,492.272711111,parking_phase1_pv
2026-07-31 11:30:00,12,997.820302222,parking_phase1_pv
2026-07-31 11:15:00,12,1193.464177778,parking_phase1_pv
2026-07-31 11:00:00,12,1199.242666667,parking_phase1_pv
2026-07-31 10:45:00,12,1130.131413333,parking_phase1_pv
2026-07-31 10:30:00,12,857.683555556,parking_phase1_pv
2026-07-31 10:15:00,12,950.066275556,parking_phase1_pv
2026-07-31 10:00:00,12,1001.995164444,parking_phase1_pv
2026-07-31 09:45:00,12,985.163235556,parking_phase1_pv
2026-07-31 09:30:00,12,969.888497778,parking_phase1_pv
2026-07-31 09:15:00,12,1217.0816,parking_phase1_pv
2026-07-31 09:00:00,12,1099.732195556,parking_phase1_pv
2026-07-31 08:45:00,12,843.803733333,parking_phase1_pv
2026-07-31 08:30:00,12,661.15008,parking_phase1_pv
2026-07-31 08:15:00,12,961.675306667,parking_phase1_pv
